entry_utc,exit_utc,closest_approach_utc,duration_hours,min_distance_from_earth_center_km,min_distance_earth_radii
2003-10-26 06:24:36,2003-10-26 23:35:20,2003-10-26 14:59:28,17.18,2631,0.413
2003-11-09 11:11:37,2003-11-10 00:55:17,2003-11-09 18:03:27,13.73,4941,0.776
2003-11-23 11:43:15,2003-11-23 18:35:56,2003-11-23 15:09:36,6.88,5899,0.926
2006-04-24 23:16:24,2006-04-25 19:24:37,2006-04-25 09:22:16,20.14,2150,0.338
2006-05-22 03:01:48,2006-05-23 00:48:10,2006-05-22 13:57:14,21.77,2905,0.456
2006-07-29 05:48:21,2006-07-29 07:21:56,2006-07-29 06:35:08,1.56,6355,0.997
2006-08-25 07:49:14,2006-08-26 03:29:46,2006-08-25 17:41:30,19.68,2596,0.407
2006-09-07 22:05:04,2006-09-08 13:21:41,2006-09-08 05:43:23,15.28,3492,0.548
2006-09-21 20:56:14,2006-09-22 17:15:32,2006-09-22 07:05:08,20.32,2072,0.325
2006-10-05 22:44:14,2006-10-06 11:26:38,2006-10-06 05:06:11,12.71,4630,0.727
2007-01-22 08:47:59,2007-01-23 04:00:56,2007-01-22 18:21:57,19.22,3599,0.565
2009-03-07 15:28:39,2009-03-08 00:29:47,2009-03-07 19:59:28,9.02,5873,0.922
2009-07-08 02:17:24,2009-07-08 08:46:24,2009-07-08 05:32:09,6.48,6080,0.954
2009-07-21 14:50:18,2009-07-22 06:38:35,2009-07-21 22:44:41,15.80,3245,0.509
2009-08-04 08:31:09,2009-08-05 05:47:55,2009-08-04 19:07:32,21.28,1358,0.213
2009-08-18 10:54:13,2009-08-19 03:07:32,2009-08-18 19:02:07,16.22,3546,0.557
2009-08-31 20:07:49,2009-09-01 16:44:39,2009-09-01 06:22:14,20.61,2236,0.351
2009-09-28 05:14:17,2009-09-28 22:04:54,2009-09-28 13:37:05,16.84,4130,0.648
2009-10-11 19:16:02,2009-10-12 12:54:15,2009-10-12 04:05:54,17.64,4613,0.724
2009-10-25 10:21:39,2009-10-26 00:52:49,2009-10-25 17:37:29,14.52,4816,0.756
2009-11-07 10:00:53,2009-11-08 10:06:04,2009-11-07 22:01:43,24.09,1632,0.256
2009-11-21 15:03:53,2009-11-22 03:37:12,2009-11-21 21:21:47,12.56,5274,0.828
2009-12-04 14:46:15,2009-12-05 10:47:14,2009-12-05 00:44:45,20.02,2317,0.364
2010-01-01 10:58:55,2010-01-02 02:14:38,2010-01-01 18:36:16,15.26,3751,0.589
2012-06-03 07:33:28,2012-06-04 00:15:15,2012-06-03 15:54:52,16.70,2933,0.460
2012-06-17 00:20:57,2012-06-17 12:25:13,2012-06-17 06:22:20,12.07,5343,0.839
2012-06-30 22:36:07,2012-07-01 18:08:35,2012-07-01 08:24:05,19.54,2248,0.353
2012-07-14 05:30:14,2012-07-15 01:35:47,2012-07-14 15:29:30,20.09,2776,0.436
2012-07-28 01:42:10,2012-07-29 00:05:35,2012-07-28 12:56:07,22.39,2334,0.366
2012-08-10 10:13:55,2012-08-11 07:47:05,2012-08-10 20:58:15,21.55,1578,0.248
2012-08-23 21:00:28,2012-08-24 18:51:58,2012-08-24 07:56:28,21.86,3291,0.516
2012-09-06 14:09:28,2012-09-07 12:06:35,2012-09-07 01:09:46,21.95,754,0.118
2012-10-03 20:12:57,2012-10-04 18:05:08,2012-10-04 07:12:48,21.87,720,0.113
2012-10-17 05:38:08,2012-10-17 15:58:28,2012-10-17 10:48:03,10.34,5464,0.858
2012-10-31 07:47:03,2012-11-01 01:58:46,2012-10-31 16:54:25,18.20,3534,0.555
2012-11-13 22:53:42,2012-11-14 16:23:27,2012-11-14 07:38:35,17.50,1861,0.292
2015-04-16 23:02:25,2015-04-17 15:11:58,2015-04-17 07:07:42,16.16,3746,0.588
2015-05-14 07:14:48,2015-05-15 05:44:47,2015-05-14 18:32:18,22.50,1040,0.163
2015-06-10 09:16:41,2015-06-11 02:04:10,2015-06-10 17:41:11,16.79,4782,0.751
2015-08-17 08:20:56,2015-08-18 01:16:41,2015-08-17 16:50:48,16.93,3979,0.625
2015-09-13 18:27:42,2015-09-14 15:56:15,2015-09-14 05:12:59,21.48,260,0.041
2015-09-27 13:22:49,2015-09-28 07:18:19,2015-09-27 22:20:49,17.92,896,0.141
2015-10-11 11:51:54,2015-10-12 01:34:30,2015-10-11 18:42:12,13.71,4916,0.772
2016-01-14 17:52:50,2016-01-15 04:08:11,2016-01-14 22:59:45,10.26,5815,0.913
2016-02-10 21:57:33,2016-02-11 10:58:32,2016-02-11 04:27:03,13.02,5100,0.800
2018-02-27 16:50:30,2018-02-27 23:02:03,2018-02-27 19:56:16,6.19,6101,0.958
2018-03-26 23:56:50,2018-03-27 06:07:04,2018-03-27 03:02:12,6.17,6169,0.968
2018-07-27 08:01:41,2018-07-28 03:05:04,2018-07-27 17:33:08,19.06,3030,0.476
2018-08-10 04:58:44,2018-08-10 23:31:29,2018-08-10 14:16:06,18.55,615,0.097
2018-08-23 19:44:24,2018-08-24 17:07:25,2018-08-24 06:22:40,21.38,1315,0.206
2018-09-20 07:32:42,2018-09-21 00:17:25,2018-09-20 15:52:33,16.75,4146,0.651
2018-10-17 15:25:43,2018-10-18 03:17:14,2018-10-17 21:20:58,11.86,5379,0.844
2018-10-30 18:21:14,2018-10-31 18:22:35,2018-10-31 06:21:39,24.02,2305,0.362
2018-11-13 19:57:46,2018-11-14 05:20:07,2018-11-14 00:39:12,9.37,5782,0.908
2018-11-26 16:06:20,2018-11-27 14:06:21,2018-11-27 03:04:05,22.00,2202,0.346
2018-12-24 03:29:05,2018-12-24 23:23:00,2018-12-24 13:24:33,19.90,698,0.110
2021-05-26 08:26:22,2021-05-26 11:02:32,2021-05-26 09:44:12,2.60,6307,0.990
2021-06-22 20:30:23,2021-06-23 15:58:33,2021-06-23 06:15:43,19.47,422,0.066
2021-07-06 07:03:25,2021-07-07 02:22:31,2021-07-06 16:39:43,19.32,3136,0.492
2021-07-20 08:30:23,2021-07-21 02:48:14,2021-07-20 17:41:19,18.30,3655,0.574
2021-08-02 13:09:44,2021-08-03 10:59:28,2021-08-03 00:01:06,21.83,1248,0.196
2021-08-16 04:11:22,2021-08-17 05:05:33,2021-08-16 16:40:12,24.90,835,0.131
2021-08-29 17:27:10,2021-08-30 15:34:17,2021-08-30 04:30:29,22.12,362,0.057
2021-09-12 03:55:52,2021-09-12 16:54:32,2021-09-12 10:24:42,12.98,5449,0.855
2021-09-25 22:03:20,2021-09-26 20:02:39,2021-09-26 09:06:14,21.99,586,0.092
2021-10-23 06:29:26,2021-10-24 02:40:12,2021-10-23 16:37:49,20.18,2534,0.398
2021-11-05 16:09:45,2021-11-06 10:23:35,2021-11-06 01:16:10,18.23,1770,0.278
2021-11-19 23:50:17,2021-11-20 07:51:28,2021-11-20 03:51:08,8.02,5926,0.930
2024-05-05 09:10:11,2024-05-06 05:52:47,2024-05-05 19:32:59,20.71,1226,0.192
2024-06-01 12:55:16,2024-06-02 12:27:08,2024-06-02 00:43:42,23.53,1466,0.230
2024-08-08 10:16:41,2024-08-09 00:10:26,2024-08-08 17:15:03,13.90,4914,0.771
2024-09-04 17:19:21,2024-09-05 14:22:25,2024-09-05 03:53:08,21.05,1398,0.219
2024-09-18 07:20:02,2024-09-18 23:36:53,2024-09-18 15:28:28,16.28,2908,0.456
2024-10-02 07:43:20,2024-10-03 02:25:53,2024-10-02 17:04:07,18.71,3140,0.493
2024-10-16 10:22:14,2024-10-16 20:08:16,2024-10-16 15:15:30,9.77,5402,0.848
2025-02-01 22:58:25,2025-02-02 12:03:54,2025-02-02 05:29:54,13.09,5299,0.832
